25.0,8,174.92,0.08333333333333334,60,0.18849332015550946,1760
25.0,8,171.65333333333334,0.16666666666666669,51,0.18845532580104918,1154
25.0,8,151.74,0.25,21,0.18709415931358164,1081
25.0,6,139.84,0.3333333333333333,57,0.18738014199225939,716
25.0,6,126.6,0.41666666666666663,48,0.18829023363819442,633
12.0,18,351.5,0.039999999999999994,21,0.18794557627894704,1585
12.0,16,340.46666666666664,0.07999999999999999,54,0.18846707006856767,1780
12.0,16,337.3933333333333,0.12,46,0.18846252802361263,1402
12.0,16,315.1333333333333,0.16,20,0.18380407213706873,1347
12.0,14,315.72,0.2,50,0.18840544641542456,1561
6.0,34,716.88,0.019999999999999997,39,0.18848138458098096,3061
6.0,32,710.14,0.039999999999999994,53,0.1884685641845869,3276
6.0,32,675.1733333333333,0.06,51,0.18847449570487929,3505
6.0,32,698.8333333333334,0.08,39,0.18845969911844618,3239
6.0,30,683.7133333333334,0.1,51,0.1884645648803679,3371
3.0,66,1364.8,0.009999999999999998,38,0.18843489857961726,6766
3.0,66,1450.9666666666667,0.019999999999999997,41,0.188465736087019,6801
3.0,66,1425.8533333333332,0.03,40,0.1884488217042044,6167
3.0,64,1331.12,0.04,38,0.18843489857961726,6404
3.0,64,1389.8466666666666,0.05,42,0.18846075970512055,7005
1.0,200,4124.18,0.003333333333333333,41,0.18844478123863073,18590
1.0,200,4096.86,0.006666666666666666,38,0.18840639637363255,19096
1.0,198,4339.593333333333,0.01,42,0.18845681433347627,18105
1.0,198,4100.206666666667,0.013333333333333334,41,0.18844478123863073,18430
1.0,198,4065.48,0.016666666666666666,38,0.18840639637363255,17726
2.75,74,1492.5533333333333,0.009166666666666667,22,0.18741369993140622,5990
2.75,72,1496.48,0.018333333333333333,40,0.18847702866093763,5794
2.75,72,1478.78,0.0275,44,0.18846707006856767,6530
2.75,72,1459.3933333333334,0.03666666666666667,22,0.18741369993140622,6292
2.75,70,1460.8333333333333,0.04583333333333334,40,0.18847905483979444,5584
2.25,90,1804.2933333333333,0.0075,40,0.18824594890012325,7719
2.25,88,1799.9066666666668,0.015,39,0.18846960600664542,8256
2.25,88,1799.9933333333333,0.0225,44,0.1884470155829443,8750
2.25,88,1771.4533333333334,0.03,37,0.1882331240958458,7566
2.25,86,1765.5,0.0375,39,0.18846960600664542,7968
1.75,114,2361.7,0.0058333333333333345,44,0.18847449570487929,10222
1.75,114,2329.26,0.011666666666666669,44,0.18845964244385738,9488
1.75,114,2340.233333333333,0.0175,39,0.1882940671106511,10337
1.75,112,2286.9733333333334,0.023333333333333334,44,0.18847449570487929,10678
1.75,112,2408.9866666666667,0.029166666666666667,42,0.18845425842767916,10892
1.25,160,3484.1866666666665,0.0041666666666666675,42,0.18845370893849234,14334
1.25,160,3408.36,0.008333333333333335,40,0.18844627833740102,14832
1.25,160,3240.8,0.0125,22,0.1875151374757017,14737
1.25,158,3454.7733333333335,0.016666666666666666,42,0.18845370893849234,14414
1.25,158,3363.16,0.020833333333333332,40,0.18844627833740102,15266
1.2,166,3409.6066666666666,0.004,43,0.188470173987625,14515
1.2,166,3426.346666666667,0.008,46,0.18845221283309577,17246
1.2,166,3383.173333333333,0.012,38,0.18840222340162793,15395
1.2,164,3357.4133333333334,0.016,43,0.188470173987625,14066
1.2,164,3532.2066666666665,0.02,43,0.18844938471226758,19355
1.0999999999999999,182,3685.34,0.003666666666666666,41,0.18844573912051377,18159
1.0999999999999999,182,3727.3533333333335,0.007333333333333332,39,0.1882940671106511,18245
1.0999999999999999,180,3742.193333333333,0.011,44,0.18845964244385738,19013
1.0999999999999999,180,3661.54,0.014666666666666666,41,0.18844573912051377,19056
1.0999999999999999,180,3694.9933333333333,0.018333333333333333,39,0.1882940671106511,16112
